t,x,y,z,q0,q1,q2,q3
40.829,3.88396,37.17045,0,0,0,0.96727,0.25376
40.929,3.12296,37.62719,0,0,0,0.96098,0.27663
41.029,2.40462,38.10193,0,0,0,0.9518,0.30672
41.129,1.68039,38.63491,0,0,0,0.94409,0.3297
41.229,0.98471,39.21174,0,0,0,0.93462,0.35566
41.329,0.31423,39.83834,0,0,0,0.92356,0.38346
41.429,-0.33861,40.4988,0,0,0,0.92382,0.38282
41.529,-1.00238,41.18428,0,0,0,0.92249,0.38602
41.629,-1.67475,41.88004,0,0,0,0.91962,0.39281
41.729,-2.36351,42.59621,0,0,0,0.92373,0.38304
41.829,-3.06544,43.30659,0,0,0,0.92527,0.37931
41.929,-3.79817,43.99931,0,0,0,0.93226,0.3618
42.018,-4.58327,44.68046,0,0,0,0.94115,0.33799
42.129,-5.10951,45.10739,0,0,0,0.94592,0.32439
42.229,-5.93927,45.72606,0,0,0,0.95322,0.30227
42.318,-7.10235,46.49821,0,0,0,0.96321,0.26876
42.429,-7.69023,46.84312,0,0,0,0.96835,0.24958
42.529,-8.62181,47.33818,0,0,0,0.97351,0.22866
42.624,-9.96523,48.01697,0,0,0,0.97102,0.23899
42.729,-10.55441,48.32781,0,0,0,0.96885,0.24765
42.824,-11.81959,49.07998,0,0,0,0.9599,0.28034
42.929,-12.26696,49.37113,0,0,0,0.95465,0.29774
43.029,-13.48298,50.28424,0,0,0,0.94059,0.33955
43.129,-14.26638,50.98435,0,0,0,0.9267,0.37579
43.229,-14.78193,51.47201,0,0,0,0.92415,0.38202
43.328,-15.82197,52.58703,0,0,0,0.91132,0.41169
43.429,-16.20548,53.02298,0,0,0,0.91051,0.4135
43.529,-17.14617,54.08215,0,0,0,0.9145,0.4046
43.629,-17.84154,54.86165,0,0,0,0.91584,0.40153
43.729,-18.57059,55.63559,0,0,0,0.92116,0.38919
43.829,-19.07423,56.14723,0,0,0,0.92727,0.3744
43.929,-20.14204,57.12179,0,0,0,0.93846,0.3454
44.029,-20.68933,57.58699,0,0,0,0.94114,0.33801
44.129,-21.55248,58.25691,0,0,0,0.95099,0.30922
44.229,-22.45073,58.89876,0,0,0,0.95509,0.29632
44.329,-23.37397,59.52176,0,0,0,0.95838,0.2855
44.429,-24.32525,60.13337,0,0,0,0.96095,0.27672
44.529,-25.28498,60.73416,0,0,0,0.9623,0.27198
44.629,-26.53698,61.50524,0,0,0,0.9615,0.27482
44.729,-27.19742,61.89657,0,0,0,0.96668,0.25598
44.829,-28.15725,62.43186,0,0,0,0.9686,0.24863
44.929,-29.17884,62.98416,0,0,0,0.9732,0.22997
45.029,-30.16985,63.42659,0,0,0,0.98437,0.17614
45.129,-31.40777,63.80154,0,0,0,0.99539,0.09589
45.229,-32.10171,63.92464,0,0,0,0.99737,0.07248
45.329,-33.01011,64.01724,0,0,0,0.99982,0.01894
45.429,-34.21124,63.99,0,0,0,-0.99831,0.0582
